date,text,ticker,open,high,low,close,vol,ret_1,ret_2,ret_3,ret_4,ret_5
2023-03-16,Wrinkle-brain Plays (Mathematically derived options plays),S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"SONY Stock Forecast, Price & News (Sony Group)",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Credit Suisse = Lehman Brothers,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Credit Suisse to borrow up to about $54 billion from Swiss National Bank,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"""you met me at a very strange time in my life""",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Gotta bankrupt them all,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Recession Confirmed!,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"Hey, bank for sale..! For sale?",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Snap & Meta stock surges on report that Biden may ban TikTok,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"First Republic Bank, is said to weigh options including a sale, per Bloomberg",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Robinhood Users Say The Trading App Won’t Cash In Their Profitable Bets Against Silicon Valley Bank,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,I how the recession isn't as deep as the yield inversion,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,How can I Sell an Eccomence in This crazy market?,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Wen bankruptcy?,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"The time of the bear has come, buckle up buckaroos 🐻",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,A simple calculation,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"0DTE Gains Part 3: $150,000+",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Eggon says “GME go up” after earnings. ⬆️,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Carlos Santana and Friends Solve Banking Crisis,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Can you get an open record of all trades done on a particular day and who done them?,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"$SPY potential bottom? Has been accumulating for past week, bottom of channel. I’m Bullish. SP500 $420 by 4/20.",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,SPY Stock,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,Biden reverses on TikTok,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,President Joe Biden on Monday underscored that the American banking system remains safe,S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
2023-03-16,"It’s confirmed, Rivian has gone tits up!",S&P,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.017562006217166637,0.010458524331151464,0.027107501314015403,0.025556814462448285,0.01070866090708833
